rank,uid,title,year,venue,url,problem_claimed,actual_mechanism,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open
49,doi:10.1108/ir-11-2017-0200,Energy-optimal motion planning of a biped pole-climbing robot with kinodynamic constraints,2018,Industrial Robot: An International Journal,https://doi.org/10.1108/ir-11-2017-0200,Addresses robot morphology and learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Failure predictive morphology keeps action-critical alternatives explicit until a physical observation collapses them.
50,doi:10.3389/fcteg.2023.1185502,A process-model-free method for model predictive control via a reference model-based proportional-integral-derivative controller with application to a thermal power plant,2023,Frontiers in Control Engineering,https://doi.org/10.3389/fcteg.2023.1185502,Addresses robot morphology and learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Failure predictive morphology keeps action-critical alternatives explicit until a physical observation collapses them.
51,doi:10.3390/en13010234,Direct Torque Control of PMSM with Modified Finite Set Model Predictive Control,2020,Energies,https://doi.org/10.3390/en13010234,Addresses robot morphology and learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Failure predictive morphology keeps action-critical alternatives explicit until a physical observation collapses them.
52,doi:10.1049/gtd2.12994,Load frequency control strategy for islanded multimicrogrids with V2G dependent on learning‐based model predictive control,2023,"IET Generation, Transmission & Distribution",https://doi.org/10.1049/gtd2.12994,Addresses robot morphology and learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Failure predictive morphology keeps action-critical alternatives explicit until a physical observation collapses them.
53,doi:10.1007/bf00294728,Organ‐specific support in multiple organ failure: Pulmonary support,1995,World Journal of Surgery,https://doi.org/10.1007/bf00294728,Addresses robot morphology and learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Failure predictive morphology keeps action-critical alternatives explicit until a physical observation collapses them.
54,doi:10.1115/detc2015-47790,Application of Model Predictive Control to Position and Height Limitation of a Quadrotor Unmanned Aerial Vehicle,2015,Volume 9: 2015 ASME/IEEE International Conference on Mechatronic and Embedded Systems and Applications,https://doi.org/10.1115/detc2015-47790,Addresses robot morphology and learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Failure predictive morphology keeps action-critical alternatives explicit until a physical observation collapses them.
55,doi:10.3389/frobt.2021.785925,Mediating Between Contact Feasibility and Robustness of Trajectory Optimization Through Chance Complementarity Constraints,2022,Frontiers in Robotics and AI,https://doi.org/10.3389/frobt.2021.785925,Addresses robot morphology and learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Failure predictive morphology keeps action-critical alternatives explicit until a physical observation collapses them.
56,doi:10.1109/access.2022.3215654,Ship Collision Avoidance and Anti Grounding Using Parallelized Cost Evaluation in Probabilistic Scenario-Based Model Predictive Control,2022,IEEE Access,https://doi.org/10.1109/access.2022.3215654,Addresses robot morphology and learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Failure predictive morphology keeps action-critical alternatives explicit until a physical observation collapses them.
57,doi:10.1002/ehf2.14918,Deep Learning for Predicting Rehospitalization in Acute Heart Failure: Model Foundation and External Validation,2024,ESC Heart Failure,https://doi.org/10.1002/ehf2.14918,Addresses robot morphology and learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Failure predictive morphology keeps action-critical alternatives explicit until a physical observation collapses them.
58,doi:10.1142/s2301385027500270,A Distributed Learning Model Predictive Control Scheme for Linear Systems with Coupled Constraints and Communication Noise,2025,Unmanned Systems,https://doi.org/10.1142/s2301385027500270,Addresses robot morphology and learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Failure predictive morphology keeps action-critical alternatives explicit until a physical observation collapses them.
59,doi:10.1068/b240573,"Success, Failure, and Conformance: An Alternative Approach to Planning Evaluation",1997,Environment and Planning B: Planning and Design,https://doi.org/10.1068/b240573,Addresses robot morphology and learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Failure predictive morphology keeps action-critical alternatives explicit until a physical observation collapses them.
60,doi:10.22149/teee.v2i2.96,Model predictive Controller for Mobile Robot,2017,Transactions on Environment and Electrical Engineering,https://doi.org/10.22149/teee.v2i2.96,Addresses robot morphology and learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Failure predictive morphology keeps action-critical alternatives explicit until a physical observation collapses them.
61,arxiv:2605.12674v1,Revealing Interpretable Failure Modes of VLMs,2026,arXiv,http://arxiv.org/abs/2605.12674v1,Addresses robot morphology and learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Failure predictive morphology keeps action-critical alternatives explicit until a physical observation collapses them.
62,doi:10.1002/rnc.6338,Online learning stochastic model predictive control of linear uncertain systems,2022,International Journal of Robust and Nonlinear Control,https://doi.org/10.1002/rnc.6338,Addresses robot morphology and learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Failure predictive morphology keeps action-critical alternatives explicit until a physical observation collapses them.
63,doi:10.1109/tii.2018.2874182,Model Predictive Tracking Control of Nonholonomic Mobile Robots With Coupled Input Constraints and Unknown Dynamics,2018,IEEE Transactions on Industrial Informatics,https://doi.org/10.1109/tii.2018.2874182,Addresses robot morphology and learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Failure predictive morphology keeps action-critical alternatives explicit until a physical observation collapses them.
64,doi:10.3390/app12031682,Multi-Robot Robust Motion Planning based on Model Predictive Priority Contouring Control with Double-Layer Corridors,2022,Applied Sciences,https://doi.org/10.3390/app12031682,Addresses robot morphology and learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Failure predictive morphology keeps action-critical alternatives explicit until a physical observation collapses them.
65,doi:10.1111/sifp.12085,Global Contraceptive Failure Rates: Who Is Most at Risk?,2019,Studies in Family Planning,https://doi.org/10.1111/sifp.12085,Addresses robot morphology and learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Failure predictive morphology keeps action-critical alternatives explicit until a physical observation collapses them.
66,doi:10.1007/s10741-024-10471-1,Sacubitril/valsartan in a wide spectrum of heart failure patients (from mechanisms of action to outcomes in specific populations),2025,Heart Failure Reviews,https://doi.org/10.1007/s10741-024-10471-1,Addresses robot morphology and learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Failure predictive morphology keeps action-critical alternatives explicit until a physical observation collapses them.
67,doi:10.1167/13.9.490,Action-specific predictive coding of object states,2013,Journal of Vision,https://doi.org/10.1167/13.9.490,Addresses robot morphology and learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Failure predictive morphology keeps action-critical alternatives explicit until a physical observation collapses them.
68,doi:10.15607/rss.2025.xxi.073,Can We Detect Failures Without Failure Data? Uncertainty-Aware Runtime Failure Detection for Imitation Learning Policies,2025,,https://doi.org/10.15607/rss.2025.xxi.073,Addresses robot morphology and learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Failure predictive morphology keeps action-critical alternatives explicit until a physical observation collapses them.
69,doi:10.1002/oca.3298,Dynamic Obstacle Avoidance of UAV Using Chance Constrained Model Predictive Control,2025,Optimal Control Applications and Methods,https://doi.org/10.1002/oca.3298,Addresses robot morphology and learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Failure predictive morphology keeps action-critical alternatives explicit until a physical observation collapses them.
70,doi:10.3390/systems11070348,Failure Mode and Effect Analysis with a Fuzzy Logic Approach,2023,Systems,https://doi.org/10.3390/systems11070348,Addresses robot morphology and learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Failure predictive morphology keeps action-critical alternatives explicit until a physical observation collapses them.
71,doi:10.3390/aerospace9090498,Model Predictive Control-Based Attitude Control of Under-Actuated Spacecraft Using Solar Radiation Pressure,2022,Aerospace,https://doi.org/10.3390/aerospace9090498,Addresses robot morphology and learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Failure predictive morphology keeps action-critical alternatives explicit until a physical observation collapses them.
72,doi:10.4240/wjgs.v16.i4.1087,Construction of a predictive model for acute liver failure after hepatectomy based on neutrophil-to-lymphocyte ratio and albumin-bilirubin score,2024,World Journal of Gastrointestinal Surgery,https://doi.org/10.4240/wjgs.v16.i4.1087,Addresses robot morphology and learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Failure predictive morphology keeps action-critical alternatives explicit until a physical observation collapses them.
73,doi:10.1109/tro.2022.3228390,BiConMP: A Nonlinear Model Predictive Control Framework for Whole Body Motion Planning,2023,IEEE Transactions on Robotics,https://doi.org/10.1109/tro.2022.3228390,Addresses robot morphology and learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Failure predictive morphology keeps action-critical alternatives explicit until a physical observation collapses them.
74,doi:10.1161/circulationaha.106.687103,Prediction of Mode of Death in Heart Failure,2007,Circulation,https://doi.org/10.1161/circulationaha.106.687103,Addresses robot morphology and learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Failure predictive morphology keeps action-critical alternatives explicit until a physical observation collapses them.
75,doi:10.3390/s23052818,Leveraging Active Learning for Failure Mode Acquisition,2023,Sensors,https://doi.org/10.3390/s23052818,Addresses robot morphology and learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Failure predictive morphology keeps action-critical alternatives explicit until a physical observation collapses them.
76,doi:10.1016/j.compchemeng.2021.107612,Data-driven predictive corrosion failure model for maintenance planning of process systems,2022,Computers & Chemical Engineering,https://doi.org/10.1016/j.compchemeng.2021.107612,Addresses robot morphology and learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Failure predictive morphology keeps action-critical alternatives explicit until a physical observation collapses them.
77,doi:10.20517/ir.2024.19,Distributed model predictive control for unmanned aerial vehicles and vehicle platoon systems: a review,2024,Intelligence & Robotics,https://doi.org/10.20517/ir.2024.19,Addresses robot morphology and learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Failure predictive morphology keeps action-critical alternatives explicit until a physical observation collapses them.
78,doi:10.1109/lra.2020.2964159,Online Trajectory Generation With Distributed Model Predictive Control for Multi-Robot Motion Planning,2020,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2020.2964159,Addresses robot morphology and learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Failure predictive morphology keeps action-critical alternatives explicit until a physical observation collapses them.
79,doi:10.4018/979-8-3373-4571-0.ch008,Neural Networks in Predictive Analytics for the IIoT Systems,2025,Advances in Computational Intelligence and Robotics Applied Neural Networks in the AI Era,https://doi.org/10.4018/979-8-3373-4571-0.ch008,Addresses robot morphology and learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Failure predictive morphology keeps action-critical alternatives explicit until a physical observation collapses them.
80,doi:10.1002/oca.2656,Learning‐based parametrized model predictive control for trajectory tracking,2020,Optimal Control Applications and Methods,https://doi.org/10.1002/oca.2656,Addresses robot morphology and learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Failure predictive morphology keeps action-critical alternatives explicit until a physical observation collapses them.
81,doi:10.1007/s00345-023-04358-3,Development and validation of a predictive model for stone-free failure after extracorporeal shockwave lithotripsy in patients with ureteral stone in a large prospective cohort,2023,World Journal of Urology,https://doi.org/10.1007/s00345-023-04358-3,Addresses robot morphology and learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Failure predictive morphology keeps action-critical alternatives explicit until a physical observation collapses them.
82,doi:10.23919/ccc55666.2022.9901659,Fault-Tolerant Model Predictive Control of a Quadrotor with an Unknown Complete Rotor Failure,2022,2022 41st Chinese Control Conference (CCC),https://doi.org/10.23919/ccc55666.2022.9901659,Addresses robot morphology and learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Failure predictive morphology keeps action-critical alternatives explicit until a physical observation collapses them.
83,doi:10.1016/j.jprocont.2016.03.005,Stochastic linear Model Predictive Control with chance constraints – A review,2016,Journal of Process Control,https://doi.org/10.1016/j.jprocont.2016.03.005,Addresses robot morphology and learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Failure predictive morphology keeps action-critical alternatives explicit until a physical observation collapses them.
84,doi:10.22541/au.167731929.92691723/v1,Stabilizing Model Predictive Control Synthesis using Integral Quadratic Constraints and Full-Block Multipliers*,,,https://doi.org/10.22541/au.167731929.92691723/v1,Addresses robot morphology and learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Failure predictive morphology keeps action-critical alternatives explicit until a physical observation collapses them.
85,arxiv:2411.13983v4,Learning Two-agent Motion Planning Strategies from Generalized Nash Equilibrium for Model Predictive Control,2024,arXiv,http://arxiv.org/abs/2411.13983v4,Addresses robot morphology and learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Failure predictive morphology keeps action-critical alternatives explicit until a physical observation collapses them.
86,doi:10.1109/tac.2026.3661789,"Certainty-Equivalence Model Predictive Control: Stability, Performance, and Beyond",2024,arXiv,http://arxiv.org/abs/2412.10625v3,Addresses robot morphology and learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Failure predictive morphology keeps action-critical alternatives explicit until a physical observation collapses them.
87,doi:10.1109/tac.2020.2982585,A computationally efficient robust model predictive control framework for uncertain nonlinear systems -- extended version,2019,arXiv,http://arxiv.org/abs/1910.12081v2,Addresses robot morphology and learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Failure predictive morphology keeps action-critical alternatives explicit until a physical observation collapses them.
88,doi:10.2139/ssrn.6770199,Human–Machine Shared Control Optimization base on Model Predictive Control Safety Layer and Deep Reinforcement Learning for Unknown Environments,,,https://doi.org/10.2139/ssrn.6770199,Addresses robot morphology and learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Failure predictive morphology keeps action-critical alternatives explicit until a physical observation collapses them.
89,doi:10.3390/app15020854,Proposal for a Sustainable Model for Integrating Robotic Process Automation and Machine Learning in Failure Prediction and Operational Efficiency in Predictive Maintenance,2025,Applied Sciences,https://doi.org/10.3390/app15020854,Addresses robot morphology and learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Failure predictive morphology keeps action-critical alternatives explicit until a physical observation collapses them.
90,doi:10.1080/0886022x.2024.2324071,Machine learning model and nomogram to predict the risk of heart failure hospitalization in peritoneal dialysis patients,2024,Renal Failure,https://doi.org/10.1080/0886022x.2024.2324071,Addresses robot morphology and learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Failure predictive morphology keeps action-critical alternatives explicit until a physical observation collapses them.
91,doi:10.3390/robotics8010017,Cable Failure Operation Strategy for a Rehabilitation Cable-Driven Robot,2019,Robotics,https://doi.org/10.3390/robotics8010017,Addresses robot morphology and learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Failure predictive morphology keeps action-critical alternatives explicit until a physical observation collapses them.
92,doi:10.1109/tcst.2019.2939248,A Robust Predictive Control Approach for Underwater Robotic Vehicles,2019,IEEE Transactions on Control Systems Technology,https://doi.org/10.1109/tcst.2019.2939248,Addresses robot morphology and learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Failure predictive morphology keeps action-critical alternatives explicit until a physical observation collapses them.
93,doi:10.1016/j.robot.2026.105543,Trajectory tracking control for 6WID/4WIS UGV via nonlinear sliding mode-model predictive control with adaptive following steering and dynamic-static constraints,2026,Robotics and Autonomous Systems,https://doi.org/10.1016/j.robot.2026.105543,Addresses robot morphology and learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Failure predictive morphology keeps action-critical alternatives explicit until a physical observation collapses them.
94,arxiv:2512.01946v3,Scaling Cross-Environment Failure Reasoning Data for Vision-Language Robotic Manipulation,2025,arXiv,http://arxiv.org/abs/2512.01946v3,Addresses robot morphology and learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Failure predictive morphology keeps action-critical alternatives explicit until a physical observation collapses them.
95,doi:10.1049/cth2.12553,Lattice piecewise affine approximation of explicit nonlinear model predictive control with application to trajectory tracking of mobile robot,2024,IET Control Theory & Applications,https://doi.org/10.1049/cth2.12553,Addresses robot morphology and learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Failure predictive morphology keeps action-critical alternatives explicit until a physical observation collapses them.
96,doi:10.1109/lra.2022.3156648,Interactive Multi-Modal Motion Planning With Branch Model Predictive Control,2022,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2022.3156648,Addresses robot morphology and learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Failure predictive morphology keeps action-critical alternatives explicit until a physical observation collapses them.
97,doi:10.1016/j.probengmech.2022.103381,Developing region-specific fragility function for predicting probability of liquefaction induced ground failure,2023,Probabilistic Engineering Mechanics,https://doi.org/10.1016/j.probengmech.2022.103381,Addresses robot morphology and learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Failure predictive morphology keeps action-critical alternatives explicit until a physical observation collapses them.
